9.926470588235293546e-02,4.779411764705882026e-02,7.352941176470588480e-02,4.044117647058823733e-02,7.352941176470588133e-03,3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02
4.779411764705882026e-02,7.352941176470588480e-02,4.044117647058823733e-02,7.352941176470588133e-03,3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03
7.352941176470588480e-02,4.044117647058823733e-02,7.352941176470588133e-03,3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02
4.044117647058823733e-02,7.352941176470588133e-03,3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02
7.352941176470588133e-03,3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02
3.676470588235294240e-02,4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02
4.411764705882353227e-02,2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02,7.720588235294117974e-02
2.941176470588235253e-02,3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02,7.720588235294117974e-02,2.941176470588235253e-02
3.676470588235294240e-02,1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02,7.720588235294117974e-02,2.941176470588235253e-02,6.250000000000000000e-02
1.102941176470588307e-02,4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02,7.720588235294117974e-02,2.941176470588235253e-02,6.250000000000000000e-02,3.308823529411764747e-02
4.044117647058823733e-02,1.838235294117647120e-02,7.352941176470588133e-03,1.838235294117647120e-02,4.044117647058823733e-02,1.102941176470588307e-02,7.352941176470588480e-02,7.720588235294117974e-02,2.941176470588235253e-02,6.250000000000000000e-02,3.308823529411764747e-02,4.044117647058823733e-02
