3.334394241577511540e-03,4.373461696626069206e-01,4.631812772759312247e-01,7.790032773286242884e-01,9.602832322086182204e-01,0.000000000000000000e+00,3.798419249332697922e-01,7.849299801199031146e-01
0.000000000000000000e+00,3.755831157240205331e-01,5.275291457780948434e-01,8.130541894147463866e-01,1.000000000000000000e+00,3.154892185818166661e-01,2.936638086497197486e-01,4.202975167994549288e-01
2.201253162688694004e-02,2.679778858849633516e-01,4.501881028666372964e-01,8.874677518111515617e-01,9.189920522844826634e-01,2.067469769957604453e-01,8.332462694407971604e-01,7.257280552228512205e-01
4.252567533505883374e-02,2.255635646096999514e-01,5.880652691434102852e-01,7.634675415983711577e-01,8.473507638001701592e-01,8.463493283064277284e-01,5.120160434452573073e-01,7.428436402699241103e-01
1.390620550369451314e-01,9.850789421640263055e-02,6.466051705960162987e-01,1.000000000000000000e+00,5.662335092291697070e-01,2.097452664899582264e-01,3.607896147623855798e-01,9.793119910889589441e-01
3.495196427487923807e-01,0.000000000000000000e+00,6.025504889416550824e-01,5.702990072133022892e-01,2.583423994419922765e-01,4.066366297888119319e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.188466847857143405e-01,3.769017801749380281e-02,3.407341946516921904e-01,1.851236258104023702e-01,2.588030689034568343e-01,3.041872813888720217e-01,7.561847636756949820e-01,8.428384182220556298e-01
8.392818165050208723e-01,7.811871319469970709e-02,4.283230227398167611e-01,4.558968213647350276e-01,4.222549004101275871e-01,7.290587706655327072e-01,8.021908064175673481e-01,3.626194211751663232e-01
9.261956040997212369e-01,1.924011363188637969e-01,4.930793305691537065e-01,5.467152626708623453e-01,5.614356430701155087e-01,5.650100352046694141e-01,6.735725774027448987e-01,1.000000000000000000e+00
9.300230452355701116e-01,1.937251395670987753e-01,4.946098278236064627e-01,8.086431356947887394e-01,5.643424247118413728e-01,5.010560857689526637e-01,4.128629230480835854e-01,5.281838786624326598e-01
9.576905848450830705e-01,2.120965327328449834e-01,2.772863163552672927e-01,8.171737398881289138e-01,6.484916710344359458e-01,3.741850952309085376e-01,5.729850546781907195e-01,6.224196715236047783e-01
9.544676544364999460e-01,1.689590219405710525e-01,9.963702714993503962e-02,8.391184460219098806e-01,6.744257201079165709e-01,5.433690034752475251e-01,7.486463653224362247e-01,6.351629794572235532e-01
9.495927130719684639e-01,1.540368609719446613e-01,1.920040034427677733e-01,7.566624683555948083e-01,6.668153910367624615e-01,5.168991312019761697e-01,4.205525367708397022e-01,7.663755112880672460e-01
9.489853188260158889e-01,1.490748736188410584e-01,2.297929675289271112e-01,7.652476554134444164e-01,6.671254613458190708e-01,3.484501946057971256e-01,5.337717157562174020e-01,6.409072753951765566e-01
9.684628305526090664e-01,2.009282602704365317e-01,3.698452622572075965e-01,6.196435464319228759e-01,7.027376481011609055e-01,4.011730533902980178e-01,3.440323277565472959e-01,6.814267406567419139e-01
9.861150232086358658e-01,2.978736678329804710e-01,6.190758014789415897e-01,5.251996279469302031e-01,7.182774663056741282e-01,2.295326792321123188e-01,3.507806367262055192e-01,6.937024976062848847e-01
9.991933408064203048e-01,4.182531974656153451e-01,8.027192471280423236e-01,5.128530430799406181e-01,7.415592315496436493e-01,2.866245959841025592e-01,3.954434209577580295e-01,6.000466788272394991e-01
1.000000000000000000e+00,5.771384749101645673e-01,9.796593977380341212e-01,5.435734470218315240e-01,7.645995350400311974e-01,2.837487032157809397e-01,4.205195613605370863e-01,6.590775166165583343e-01
9.810282073073158804e-01,7.317498242474512749e-01,1.000000000000000000e+00,6.948783108417291299e-01,7.630060538981477958e-01,3.538291581664271823e-01,5.662799735239277821e-01,5.963341767843891583e-01
9.462856512498376560e-01,8.335080726949510854e-01,7.955339752644532414e-01,8.674966029951414193e-01,7.029046325154698627e-01,5.112710147035616215e-01,6.396108116979670744e-01,6.340330442786410448e-01
8.870033666601621070e-01,9.337994599004320051e-01,5.764432068117689711e-01,8.838692722505752108e-01,6.089888607940001641e-01,5.344769867243863715e-01,5.154600714540489292e-01,7.148458491028719664e-01
7.936456032922684090e-01,1.000000000000000000e+00,3.080600804735911802e-01,7.708863913221842834e-01,4.612295286332072641e-01,4.735569804567848484e-01,4.319142299888834025e-01,6.721314451485498331e-01
6.547533442008592885e-01,9.982833725296236249e-01,5.735326439737063048e-02,4.796668767633134323e-01,2.813645299347986573e-01,4.801301224971254444e-01,4.424911003513096741e-01,5.797890782434014234e-01
4.821789596062182603e-01,9.318858531339474505e-01,0.000000000000000000e+00,1.454954175903233615e-01,1.827404414774564945e-01,5.534034399193331621e-01,6.241710017198464078e-01,6.568396998922263474e-01
3.245419503252582327e-01,7.776403882695486214e-01,1.572931946993171293e-01,1.211081066243819560e-01,1.827298282609024771e-01,6.738323309529270499e-01,6.904762548472209716e-01,6.497212287201874492e-01
2.458670908828790302e-01,6.640382298245270931e-01,3.607939391182308775e-01,2.159304012524961847e-01,2.355416254296484602e-01,6.326530174923561400e-01,6.938005565718436962e-01,7.026593661619389142e-01
2.206504312033811532e-01,6.077018674924445918e-01,5.003432837224370822e-01,3.186707426343470262e-01,2.588338827729195768e-01,6.509146393765282701e-01,6.246873168789689457e-01,6.765239379204974757e-01
2.181480634802394070e-01,6.017755664466065690e-01,6.147074276776692825e-01,3.708371815874424438e-01,2.600457365069297477e-01,5.519484715557083643e-01,4.776659955824824610e-01,6.278609545667322989e-01
2.274480145449536417e-01,6.736347203894214042e-01,6.692517145252974142e-01,2.986691879841793518e-01,2.692143169881926479e-01,4.879378068878467145e-01,6.350741366430699975e-01,5.998436337031459731e-01
2.159282154864586023e-01,7.279772943528025619e-01,6.896610963448284171e-01,3.571503185626133114e-01,3.160276516722502760e-01,6.569029786916318336e-01,6.233692523469216429e-01,6.473750370504857132e-01
