9.141698248266555415e-02,9.836901637921067199e-01,7.813906532152348205e-01,6.331254762739886299e-01,2.314918493549729395e-01,6.412773506238585997e-01,1.066897628710208185e-01,6.766343147756084808e-02
2.214423260700958129e-01,9.893385422331870682e-01,7.559868201906139173e-01,1.182042819186054639e-01,4.447328504440881125e-01,4.136236503083934313e-01,1.235842922604637878e-01,3.821916064748255570e-02
2.771061018664849884e-01,9.380140572546845634e-01,8.194101732635580282e-01,0.000000000000000000e+00,1.375636834078199089e-01,0.000000000000000000e+00,2.306484911504174395e-01,2.827214925568158899e-01
6.377751988605780964e-01,6.868010207883873397e-01,1.000000000000000000e+00,9.720695622676894798e-01,0.000000000000000000e+00,6.011034452014319962e-01,3.016860952596636669e-01,7.737553578416885847e-01
6.780358130492171176e-01,4.717718343549719417e-01,7.562729824494615061e-01,4.747422285514019680e-01,1.000000000000000000e+00,8.763581966913341903e-01,1.000000000000000000e+00,9.206514158277601112e-01
1.000000000000000000e+00,3.238260620344512453e-01,7.859717829663159794e-01,2.138140057674015049e-01,1.946090685569628886e-01,3.623587179131655955e-01,3.918082719378025436e-01,8.823313302605917396e-01
3.127154066527670362e-01,9.033263913796504840e-02,7.175033504670195184e-01,7.232893296512746817e-01,2.204756549437703328e-01,4.345356087632485931e-01,1.303340156267389638e-01,4.277280535820972007e-01
3.062109742474339313e-01,5.666102531953172428e-02,6.326219351236626043e-01,2.616218737605629507e-01,4.541741635419719314e-01,3.782198688933010033e-01,5.101657075771381944e-01,3.025189449871384939e-01
4.329892725081228577e-01,7.422155214101196219e-02,4.765023689067173218e-01,2.196718128060955177e-01,2.419129947368092448e-01,4.419848271696000808e-01,3.283983738329711022e-01,3.921857082924906091e-01
4.801121804847047203e-01,5.570221263933489153e-02,4.145874059029422409e-01,4.883271518038505010e-01,2.593554937838605245e-01,4.567840076726508713e-01,1.292315631394284070e-01,3.103953557352623349e-01
1.938180262825881517e-01,7.077823463468474463e-02,4.111887190127120895e-01,2.958201306587143753e-01,3.505084967662394080e-01,3.883155220134757446e-01,4.544136192452957190e-01,3.622812323777706567e-01
2.283551721404937784e-01,5.083568513699099345e-02,5.735279959876936617e-01,8.753694671360944257e-01,1.297370887597060762e-01,4.358585048819867969e-01,1.374124332662402526e-01,2.992563880992412662e-01
1.022762680511999367e-01,1.866835532647003262e-02,6.196510618326281916e-01,1.000000000000000000e+00,3.200768906223198651e-01,2.825897486771403178e-01,0.000000000000000000e+00,1.248221396697337671e-01
