9.848934460432482441e-01,7.326993456586310405e-01,7.136287364254619847e-01,8.339174346068252419e-02,1.762968821238759254e-01,5.944944580968849479e-01,5.434378870065893485e-01,5.887900930561927870e-01
9.717924137564974973e-01,7.674681484807567289e-01,7.251311088929781601e-01,1.299010530660787699e-01,3.038129731791911481e-01,5.261741688245734627e-01,5.058958589360118552e-01,4.915865770172698768e-01
9.252051169985248125e-01,8.157862816480436763e-01,6.730643470458180788e-01,3.002208441863565280e-01,4.902236256543768267e-01,4.420066653427285885e-01,3.362747649424324692e-01,6.455150300891460136e-01
8.218242151847292565e-01,8.292377230314550429e-01,6.244917458418799416e-01,6.070243983688387024e-01,4.825978596985227576e-01,5.738702142607542411e-01,5.137635095923031026e-01,2.655116024304425282e-01
5.957397712610521534e-01,8.988490531000530304e-01,5.215253186702327737e-01,8.921756314806221777e-01,3.444342541920035194e-01,4.134214664424823438e-01,2.437424925961882149e-01,2.554606573835819239e-01
3.611974369121527251e-01,8.145482081789675588e-01,7.240546922925126250e-01,9.566173744709921545e-01,3.832094936457160483e-01,6.341474309593194691e-01,3.123285371318970105e-01,9.953208101428639987e-01
1.921137495640918846e-01,8.467384564165845173e-01,5.877602093267366712e-01,7.670367149491559289e-01,3.250079287616089441e-01,3.662641319982478660e-01,8.749900810830087972e-01,5.907255763351740852e-01
1.409992307177783122e-01,7.531112288627153095e-01,8.924091233950895985e-01,7.148824082687167403e-01,5.831696355844003810e-01,4.915081485750218415e-01,3.876930292933343791e-01,2.763157716591873037e-01
4.445568719201290625e-02,7.772642216437160023e-01,4.879157261982667859e-01,4.765235760995946701e-01,4.606660036546827985e-01,3.303775127680824708e-01,4.394357966168902507e-01,6.497992932408767075e-01
1.863684974553401000e-02,7.117769330537508932e-01,5.243728479472142823e-01,4.322955706546274257e-01,3.997591486996082688e-01,6.671801973652612405e-01,4.918714690735709327e-01,5.075727783558833250e-01
3.319223539402996886e-02,7.523161986458259953e-01,5.105013312552504345e-01,4.628004165126578529e-01,2.686410555088382113e-01,4.150561736579441163e-01,4.552730218782362059e-01,5.429154331914891607e-01
3.273452424093172691e-02,7.745301254866776564e-01,5.132010487277748334e-01,4.528261476661304408e-01,4.351269079525056371e-01,5.867002170531788741e-01,4.724216521626262155e-01,5.464794465253797195e-01
3.473049406642328418e-02,8.263427743854721008e-01,4.305450816011884840e-01,4.275960132938906866e-01,3.404203293278005305e-01,4.352368327413999038e-01,5.150667599255748241e-01,5.904021240018215710e-01
3.007351806527146579e-02,8.129011580396543479e-01,5.058950144753757705e-01,4.260869690757727590e-01,3.937363292539460269e-01,5.854215821866810554e-01,4.734629563758969151e-01,5.020417418015686861e-01
2.201656998479073826e-02,7.789731523603460328e-01,5.651064438506488985e-01,4.206416850531122797e-01,2.657031342258084905e-01,5.189128367281496956e-01,4.038745983997079625e-01,5.292707617304114320e-01
1.281331766213116355e-02,6.746896670423215836e-01,7.433961905341852638e-01,4.256096106528271528e-01,2.441691968583486749e-01,6.596675802273949119e-01,3.857942803400106202e-01,4.678094064072521041e-01
