9.684684684684684297e-02,8.896396396396395734e-02,5.405405405405405705e-02,5.630630630630630712e-02,3.040540540540540709e-02,3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02
8.896396396396395734e-02,5.405405405405405705e-02,5.630630630630630712e-02,3.040540540540540709e-02,3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02
5.405405405405405705e-02,5.630630630630630712e-02,3.040540540540540709e-02,3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02
5.630630630630630712e-02,3.040540540540540709e-02,3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02
3.040540540540540709e-02,3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02
3.153153153153152866e-02,2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02,5.518018018018017862e-02
2.590090090090090003e-02,2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02,5.518018018018017862e-02,9.346846846846847134e-02
2.815315315315315356e-02,2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02,5.518018018018017862e-02,9.346846846846847134e-02,9.909909909909909997e-02
2.815315315315315356e-02,3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02,5.518018018018017862e-02,9.346846846846847134e-02,9.909909909909909997e-02,1.430180180180180283e-01
3.378378378378378566e-03,2.252252252252252146e-02,2.477477477477477499e-02,2.364864864864864996e-02,3.941441441441441429e-02,3.603603603603603572e-02,5.067567567567567849e-02,5.518018018018017862e-02,9.346846846846847134e-02,9.909909909909909997e-02,1.430180180180180283e-01,1.959459459459459429e-01
