,RF base,RF bda,SVR base,SVR bda,XGB base,XGB bda,NN base,NN bda
NRMSE,0.1652043078316322,0.1473703408516289,0.2289834855126875,0.1596813884215459,0.1489386625398858,0.1340887777950699,0.185131959978177,0.1440587201679643
SMAPE,0.4596773706125129,0.3484134352646851,0.5600955269181862,0.3860901629194253,0.3722778332131959,0.3127673268804753,0.4227317935034923,0.309597042395744
NMAE,0.1280643271540388,0.1117170894974374,0.1876004288558886,0.1268846190193334,0.0980122714875372,0.1007414425905778,0.1484561529126987,0.1116702226714958
