Report Date,00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,Total
Tue 02 Mar 2021,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,4,12,11,6,6,0,5,6,6,3,0,3,3,7,6,9,4,6,3,11,11,11,6,10,7,4,10,5,12,14,9,3,7,6,5,9,8,13,15,11,4,4,6,3,4,4,4,4,5,4,2,0,5,5,4,1,6,4,0,1,4,1,0,3,2,1,1,2,1,3,0,1,0,1,391
Wed 03 Mar 2021,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,4,1,1,0,8,10,11,4,3,2,2,9,7,4,5,3,4,5,3,2,5,6,8,5,11,7,6,11,8,10,10,12,5,3,7,9,6,6,3,8,19,10,13,12,8,6,6,4,2,3,4,7,3,8,6,2,3,1,3,2,1,1,5,0,1,3,1,1,3,0,1,0,2,1,3,3,2,1,396
Thu 04 Mar 2021,1,4,1,2,0,1,2,2,0,1,0,0,3,0,0,0,1,2,1,0,2,1,4,11,13,3,3,2,4,2,5,2,6,4,2,5,5,3,4,4,11,7,5,12,5,13,16,6,7,3,9,9,6,5,13,8,3,4,13,15,16,7,8,7,7,4,5,6,8,3,4,1,1,4,1,5,2,1,4,3,2,1,2,2,3,3,1,2,0,2,1,0,1,0,2,0,395
Fri 05 Mar 2021,1,0,0,0,0,0,2,0,1,0,2,0,1,0,1,2,1,0,1,1,1,1,6,4,11,4,2,4,2,6,1,1,2,3,6,6,5,5,6,7,3,6,3,11,9,13,4,8,6,9,4,7,8,8,9,5,8,10,9,9,15,9,4,6,4,5,1,3,6,6,2,6,0,1,3,4,1,3,4,2,1,5,3,1,1,4,1,1,0,1,2,1,0,1,1,1,354
Sat 06 Mar 2021,0,0,0,2,0,0,0,2,2,1,0,0,0,0,1,0,1,0,0,1,2,1,4,12,2,0,3,6,0,3,5,2,0,3,1,2,4,0,4,3,5,2,1,2,1,3,3,1,3,4,6,9,5,5,5,4,8,8,3,8,2,0,0,3,4,0,4,4,1,0,3,2,2,4,2,2,1,1,3,2,0,3,1,0,3,1,2,0,0,1,0,0,3,0,0,0,207
Sun 07 Mar 2021,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3,4,0,1,1,1,1,2,1,2,3,1,1,2,1,1,1,3,3,2,5,3,5,1,6,2,2,1,1,2,2,5,1,3,4,0,2,1,2,3,2,3,4,0,1,1,2,1,1,1,1,0,2,2,0,0,0,3,2,0,1,1,0,1,1,0,0,0,127
Mon 08 Mar 2021,1,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,1,2,1,1,4,11,12,5,4,6,1,3,1,1,2,4,6,2,2,4,3,5,7,4,8,5,3,16,7,1,7,9,8,9,9,12,8,8,9,5,13,12,14,8,11,11,2,4,7,0,6,7,5,6,6,0,4,4,5,6,4,1,6,0,4,2,2,1,3,1,0,0,0,0,0,2,0,0,383
Tue 09 Mar 2021,1,1,0,0,0,1,0,2,3,0,1,4,2,1,0,1,1,0,0,0,0,3,4,10,9,6,3,3,4,2,0,6,3,7,1,5,1,1,2,7,10,8,9,10,10,5,9,6,9,2,8,8,7,12,7,3,3,11,6,15,12,10,7,7,6,1,4,3,4,8,5,6,4,3,7,3,4,5,5,3,3,2,1,4,3,3,1,1,1,3,1,1,0,2,5,0,391
Wed 10 Mar 2021,1,0,1,0,0,2,2,0,1,0,1,1,0,0,1,0,1,0,1,1,3,2,10,9,7,4,4,1,4,1,4,0,1,6,2,5,7,2,4,7,3,3,6,6,9,8,5,3,9,3,6,8,9,5,3,7,8,6,10,16,18,15,9,6,2,3,4,3,7,6,5,6,6,5,2,2,7,1,1,1,3,3,0,1,2,0,3,0,0,3,1,0,1,0,0,0,355
Thu 11 Mar 2021,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,6,11,10,7,7,2,4,4,3,2,5,2,1,2,2,4,3,3,6,6,3,7,9,5,13,7,12,6,4,6,4,5,6,7,4,10,17,13,13,10,6,6,4,6,2,3,3,8,3,1,3,5,10,10,4,4,2,4,1,5,1,0,1,1,4,4,1,1,0,0,0,0,0,0,362
Fri 12 Mar 2021,0,0,0,0,0,0,0,0,1,0,2,2,4,0,1,0,2,1,0,1,2,1,6,10,12,7,2,5,1,5,0,2,3,3,3,7,4,8,8,6,1,4,6,5,6,10,8,5,8,5,3,6,7,8,4,3,11,7,7,16,13,7,11,9,6,6,2,3,1,3,4,3,3,6,1,2,1,2,3,3,5,2,1,1,0,1,4,0,0,2,0,2,0,0,0,0,346
Sat 13 Mar 2021,2,0,1,4,3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,2,2,1,7,8,9,2,1,5,3,2,1,5,1,2,2,1,4,3,5,3,3,2,2,5,5,2,4,1,1,5,9,5,7,5,2,0,2,5,1,2,5,2,2,2,0,2,2,1,1,5,4,0,2,2,3,3,0,2,1,0,1,3,1,1,1,2,4,2,1,0,2,3,0,0,2,0,215
Sun 14 Mar 2021,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,2,2,2,3,0,0,2,2,0,1,1,2,3,1,2,0,2,4,2,3,0,4,2,3,4,3,2,7,3,2,1,3,2,5,2,6,2,1,0,6,0,2,2,3,2,1,2,3,2,0,1,1,3,0,1,4,1,0,1,0,2,1,0,0,0,3,0,0,0,2,138
Mon 15 Mar 2021,1,1,0,2,0,0,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,5,10,13,8,1,2,3,0,2,0,5,3,3,1,3,7,4,6,7,5,4,6,7,5,6,11,5,8,3,10,7,9,7,5,8,7,10,16,5,13,5,8,5,6,6,4,5,8,5,7,2,1,1,5,4,1,0,0,2,3,0,1,1,3,0,3,2,0,0,0,0,0,0,0,340
Tue 16 Mar 2021,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,3,2,3,4,13,13,5,4,0,3,3,3,1,4,3,7,2,4,4,4,9,7,3,3,10,7,6,8,14,17,7,4,13,8,9,12,2,7,3,10,16,10,11,9,4,7,7,10,3,6,6,5,1,8,1,7,2,3,2,2,0,4,4,1,3,2,3,1,1,1,0,0,0,1,4,1,1,397
Wed 17 Mar 2021,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,1,3,7,9,9,7,4,0,2,4,3,3,2,7,5,4,6,9,3,9,10,5,9,4,9,5,8,11,6,7,4,8,9,9,11,9,5,10,6,9,8,14,5,7,5,7,1,3,3,8,5,4,2,3,3,1,7,4,3,4,2,2,3,2,5,7,0,2,2,0,4,1,1,2,1,1,393
Thu 18 Mar 2021,2,2,0,0,0,0,2,1,0,0,1,0,2,1,0,0,1,1,1,0,1,2,5,11,8,1,6,3,4,4,4,2,3,4,3,3,1,3,7,4,8,7,11,6,7,7,11,9,5,10,7,5,10,12,9,7,5,5,8,15,17,9,5,1,7,8,4,3,6,7,5,3,6,2,2,3,2,3,3,1,3,4,3,0,0,1,5,0,0,0,1,0,0,1,2,0,374
Fri 19 Mar 2021,3,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,5,2,3,0,2,3,5,9,8,3,3,3,3,3,2,2,3,3,1,5,4,6,3,5,6,6,15,13,10,7,11,10,10,10,8,12,6,3,6,4,6,7,8,10,12,12,7,10,2,4,4,5,1,3,0,1,5,5,4,0,2,1,4,1,1,0,0,0,4,2,1,4,2,0,0,1,1,0,1,0,364
Sat 20 Mar 2021,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,1,2,1,1,1,3,4,6,9,2,1,4,3,5,5,2,6,6,4,4,2,1,5,0,2,5,1,3,4,2,2,4,4,8,8,7,1,4,3,4,1,4,4,2,2,1,2,3,1,3,7,2,4,1,0,2,0,3,2,2,5,1,1,1,0,2,2,0,0,3,1,0,0,4,1,0,0,0,0,2,216
Sun 21 Mar 2021,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,0,9,3,0,0,0,2,0,0,5,1,2,2,1,0,2,7,0,3,1,1,1,2,3,4,4,2,2,2,8,1,2,4,0,3,1,2,1,4,3,2,1,2,3,1,1,2,2,3,0,0,3,4,4,4,1,2,3,1,1,1,0,1,0,0,0,1,0,0,2,147
Mon 22 Mar 2021,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,1,1,7,7,5,6,2,3,6,2,4,0,3,3,6,3,2,5,6,5,7,7,1,8,6,7,9,6,6,5,9,10,9,7,2,7,6,7,15,12,6,10,11,8,12,6,2,6,5,10,5,7,2,7,3,7,4,2,2,2,4,3,4,3,3,0,3,3,0,2,0,2,2,2,0,0,379
Tue 23 Mar 2021,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,1,1,1,0,0,6,10,8,7,2,4,2,3,6,3,2,2,4,4,8,3,5,6,2,8,7,4,6,5,4,11,8,12,13,10,9,11,7,9,11,7,7,12,21,11,6,9,12,9,5,6,4,5,3,3,7,6,5,8,1,2,2,5,2,1,4,2,2,1,2,1,1,2,1,0,2,3,0,0,411
Wed 24 Mar 2021,0,1,2,0,0,0,1,1,0,1,0,0,4,0,1,1,2,0,3,0,0,1,7,6,14,4,2,2,0,6,1,3,7,6,0,3,10,3,3,3,7,5,11,8,5,13,13,10,7,7,6,5,8,6,6,9,3,6,14,12,13,12,6,8,5,5,6,1,8,6,6,2,5,4,1,5,4,4,1,0,2,0,3,3,4,1,2,1,0,2,1,1,0,2,0,0,383
Thu 25 Mar 2021,0,1,1,3,0,0,2,2,1,0,0,0,0,1,1,1,1,3,1,0,2,2,4,9,13,6,1,5,4,0,3,3,9,2,11,4,5,7,9,7,4,14,5,8,5,4,7,12,12,8,5,5,8,10,6,8,5,8,8,18,10,10,10,6,5,2,4,1,3,5,4,3,4,5,1,4,4,3,5,5,4,1,1,1,4,1,2,0,1,0,1,2,0,1,1,0,398
Fri 26 Mar 2021,1,0,1,1,1,0,0,2,0,3,1,2,0,0,0,4,0,3,1,2,1,5,8,13,9,3,3,6,3,3,3,2,2,3,5,2,4,5,4,5,13,13,6,6,10,14,8,16,9,9,9,8,8,4,4,4,5,10,12,11,11,10,12,2,4,3,3,4,2,6,1,3,1,4,8,6,0,2,0,2,2,2,1,2,2,3,2,2,0,0,2,0,1,1,0,2,396
Sat 27 Mar 2021,1,0,0,0,0,3,1,1,2,0,0,2,1,0,0,2,0,0,0,1,1,2,7,6,8,1,3,4,3,2,1,8,1,4,1,2,1,3,5,4,5,4,1,8,1,5,7,1,6,8,5,6,3,5,5,6,5,6,4,7,0,5,2,4,2,5,2,2,2,6,3,1,2,0,3,0,2,2,2,1,1,3,2,1,3,4,0,1,0,0,0,3,0,1,1,1,246
Sun 28 Mar 2021,0,0,0,2,,,,,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,2,0,1,2,0,1,1,1,0,0,3,1,3,2,0,1,2,3,0,3,4,4,7,1,1,0,0,2,3,2,7,4,3,3,4,5,3,1,3,3,4,4,1,1,1,1,0,3,1,1,2,2,3,0,2,3,1,3,0,0,1,0,3,0,0,0,1,0,140
Mon 29 Mar 2021,0,0,0,1,0,0,1,0,0,0,3,4,0,3,1,0,2,1,2,1,0,1,5,10,8,5,2,7,4,3,1,3,0,1,4,7,5,7,11,5,3,9,5,7,10,6,6,5,6,16,5,6,11,8,8,7,3,6,18,11,14,11,9,9,5,4,5,6,5,3,6,3,2,6,4,2,4,6,3,5,2,1,1,1,5,5,2,1,2,2,1,0,1,2,1,0,403
Tue 30 Mar 2021,3,0,1,1,1,1,0,0,1,0,0,0,0,2,4,1,1,0,1,1,1,1,7,11,12,5,1,6,4,2,3,3,2,5,3,4,5,3,1,7,2,7,4,13,9,7,11,7,8,10,12,6,4,6,3,7,7,3,7,9,11,9,13,7,7,7,5,7,1,3,4,7,5,5,5,2,6,2,2,8,4,2,1,2,4,1,3,1,3,6,2,2,2,4,0,0,399
Wed 31 Mar 2021,1,1,1,0,1,0,0,0,1,0,1,3,0,1,0,1,0,2,3,0,0,1,3,9,14,5,3,2,3,10,8,2,3,4,2,4,3,6,6,9,10,8,7,9,5,8,13,5,10,7,11,11,8,10,7,11,12,10,15,12,9,11,8,10,5,6,3,5,6,4,3,3,5,5,6,6,4,3,1,6,6,3,2,5,4,2,6,5,1,1,0,0,0,2,1,1,450
Thu 01 Apr 2021,0,0,2,3,1,1,2,1,2,3,0,0,0,1,1,2,0,0,1,2,1,1,6,5,11,6,6,2,3,4,2,3,4,1,3,1,4,9,5,7,5,5,9,1,5,17,9,13,9,13,18,7,10,4,12,5,11,6,11,8,15,5,6,7,4,5,5,6,2,5,1,4,5,3,5,3,5,2,0,7,1,2,2,1,1,2,2,5,6,1,1,1,2,2,0,1,409
Fri 02 Apr 2021,0,0,0,0,0,1,0,1,1,0,2,0,2,1,1,0,1,1,0,1,1,0,2,1,3,1,1,2,2,7,1,1,1,5,4,1,1,4,5,4,1,3,1,1,3,0,2,2,2,1,7,7,1,4,2,3,7,5,1,4,5,4,5,2,4,3,1,0,2,1,2,1,0,2,0,1,2,3,1,5,0,1,0,0,0,2,0,4,1,3,3,1,0,1,0,0,176
Sat 03 Apr 2021,1,1,4,2,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,2,1,0,2,4,4,1,1,1,1,2,1,5,2,4,1,1,1,1,4,3,2,2,4,1,2,1,4,4,2,4,7,2,2,1,3,4,1,2,0,2,1,3,3,1,3,3,3,4,2,0,1,1,2,5,2,2,1,1,4,1,0,0,2,0,1,0,2,0,2,1,3,0,5,0,1,1,166
Sun 04 Apr 2021,2,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,2,2,0,1,0,0,1,1,2,1,1,1,2,0,0,0,1,2,2,3,3,5,1,2,4,2,0,0,2,4,4,3,1,5,2,5,1,1,1,2,1,2,3,0,0,0,2,0,2,1,1,2,1,1,0,1,1,5,1,1,0,1,2,1,3,0,2,0,119
Mon 05 Apr 2021,1,2,0,0,1,0,3,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0,3,1,1,0,3,2,2,1,5,0,2,1,3,0,4,0,1,2,3,2,4,6,7,0,4,3,7,3,2,5,3,3,3,1,4,0,4,2,4,3,2,3,1,0,1,1,0,3,3,1,2,1,2,1,4,2,2,2,3,3,0,1,0,0,0,1,1,2,164
Tue 06 Apr 2021,1,1,0,0,1,1,0,0,0,0,0,0,1,4,1,0,1,1,0,0,3,3,4,13,9,5,5,4,5,2,5,3,4,4,2,3,4,9,5,6,6,5,7,6,10,12,5,4,10,7,10,6,11,18,10,5,3,10,6,18,13,11,12,6,2,6,8,3,4,2,8,3,9,3,2,2,3,1,4,4,3,6,0,0,1,2,1,1,1,1,5,1,4,0,2,1,414
Wed 07 Apr 2021,1,0,0,0,0,2,1,3,0,0,0,1,2,2,0,0,0,2,1,0,1,1,4,8,9,9,3,6,3,7,2,3,1,2,3,3,7,6,7,5,9,6,8,5,7,8,3,8,8,6,13,9,8,12,2,12,8,9,6,22,12,10,9,8,4,8,7,3,6,5,6,4,4,3,4,5,3,6,1,2,4,2,2,4,2,0,1,1,0,2,2,1,2,0,2,2,411
Thu 08 Apr 2021,0,1,1,1,3,0,0,0,0,0,0,1,1,2,0,0,1,3,1,0,0,1,4,12,11,8,4,5,8,5,2,6,3,3,6,5,12,7,5,0,4,7,9,6,3,5,11,6,7,12,7,8,14,5,9,7,9,8,11,12,12,9,10,10,4,4,4,5,0,3,1,4,0,2,4,6,10,3,2,3,4,3,0,4,3,1,0,0,2,2,3,1,1,0,0,2,404
Fri 09 Apr 2021,1,1,1,0,0,1,0,1,1,0,0,0,0,0,5,0,0,2,2,0,2,1,8,5,13,6,9,6,4,0,7,4,4,7,6,7,8,3,8,15,3,3,8,6,12,6,8,8,8,6,8,6,14,8,8,4,9,10,10,13,13,10,9,10,7,4,5,2,3,4,7,3,1,4,2,5,3,8,3,2,2,3,1,1,5,2,5,1,4,0,1,1,1,2,2,0,432
Sat 10 Apr 2021,0,0,0,2,1,1,0,0,0,0,0,0,0,2,3,0,0,4,0,0,2,0,5,2,10,4,4,3,3,5,5,4,2,2,3,1,3,2,7,3,3,0,6,1,6,3,1,6,6,9,6,4,6,4,6,8,3,4,4,5,4,3,3,1,2,3,2,0,1,3,2,3,3,4,5,5,5,2,1,0,3,2,2,1,1,3,2,2,3,2,0,2,2,1,1,2,255
Sun 11 Apr 2021,1,2,1,0,2,0,1,2,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,3,3,0,1,3,2,3,0,3,1,3,1,3,2,0,1,3,5,1,6,4,7,4,2,2,3,1,1,4,0,2,4,3,1,1,3,4,2,0,0,1,2,2,2,2,4,2,1,1,1,4,0,3,1,4,1,1,0,1,0,0,2,2,1,2,0,4,157
Mon 12 Apr 2021,0,2,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,6,9,10,2,4,7,5,2,5,5,3,6,3,4,3,9,1,7,7,7,8,4,7,12,5,14,6,13,7,9,12,9,8,9,7,8,13,13,14,10,11,12,6,7,3,2,6,7,5,6,6,8,3,3,2,4,0,4,2,1,0,1,0,0,2,2,3,1,0,0,1,0,1,1,416
Tue 13 Apr 2021,2,3,1,1,0,0,2,0,0,1,0,1,0,1,0,0,3,1,1,1,0,0,8,13,10,5,1,4,5,1,4,5,2,6,5,4,7,9,6,8,3,8,7,8,13,7,9,10,11,8,13,3,10,8,7,8,7,9,3,10,16,10,6,8,12,6,8,4,5,7,3,5,4,5,2,7,4,3,1,3,1,2,1,1,7,1,5,2,1,1,3,0,2,1,0,0,430
Wed 14 Apr 2021,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,2,0,0,1,0,3,1,8,7,13,5,2,7,3,3,2,3,3,2,2,10,9,6,8,7,7,9,13,10,7,12,11,8,6,9,8,11,7,9,5,9,4,6,15,7,22,16,4,6,7,6,1,8,7,9,1,6,3,3,5,4,2,2,3,2,3,2,3,1,3,2,1,0,0,1,3,0,0,0,2,0,424
Thu 15 Apr 2021,2,2,1,1,0,2,1,1,0,0,2,4,1,0,3,1,0,2,1,2,0,0,4,9,13,7,3,4,3,4,3,7,5,2,9,6,6,5,9,6,7,9,15,8,9,12,5,14,11,7,3,10,7,3,3,8,12,9,9,9,17,7,4,10,5,6,3,4,3,11,3,2,5,2,3,1,1,4,1,1,0,0,2,3,0,5,3,2,3,2,1,2,1,3,0,1,422
Fri 16 Apr 2021,1,0,2,1,0,0,2,0,1,0,0,2,1,0,0,0,0,2,1,1,2,4,5,6,11,6,3,9,4,3,3,3,3,9,5,5,3,8,4,5,8,10,8,10,12,9,5,13,8,11,11,9,13,14,6,6,4,4,8,11,16,12,7,4,8,7,0,2,2,5,1,3,2,3,7,2,1,0,3,4,2,0,2,1,2,1,2,4,1,1,0,2,6,0,2,1,411
Sat 17 Apr 2021,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,4,9,7,1,3,2,3,2,1,3,7,2,5,5,2,8,4,2,5,5,1,2,4,0,1,9,5,7,5,3,6,1,10,7,1,2,4,3,6,4,1,3,6,3,1,5,1,3,1,4,1,1,6,2,4,1,2,1,1,1,6,2,0,2,1,1,2,1,2,1,2,0,3,1,243
Sun 18 Apr 2021,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,5,0,1,3,0,0,2,1,3,3,3,0,3,0,4,3,6,5,4,4,2,1,3,3,1,3,3,2,4,5,4,3,9,3,1,3,1,1,1,2,3,3,2,0,2,1,0,0,1,2,1,5,2,2,0,2,0,2,0,3,0,0,0,2,0,1,0,0,153
Mon 19 Apr 2021,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,1,0,1,0,7,7,15,4,8,6,7,2,4,2,1,4,4,4,4,2,4,8,4,4,6,10,10,7,6,4,11,6,5,7,3,7,13,6,8,12,14,11,9,5,8,10,4,11,7,5,2,5,5,7,3,3,6,2,3,4,3,3,2,2,2,1,1,1,6,0,2,2,1,2,0,2,2,0,387
Tue 20 Apr 2021,2,1,0,0,0,0,0,2,5,0,4,0,1,1,2,1,1,1,0,1,1,2,7,10,20,3,3,3,4,2,3,2,4,4,5,5,5,2,10,5,4,4,4,10,4,7,7,9,5,7,18,7,5,7,3,6,7,11,14,8,9,7,7,3,5,4,10,4,6,3,2,5,2,7,5,3,5,1,5,6,1,5,1,4,3,5,1,2,1,2,3,2,1,0,0,1,400
Wed 21 Apr 2021,2,1,0,0,0,1,2,0,2,0,0,2,1,1,2,1,0,1,1,0,0,1,5,11,13,3,3,3,8,3,0,4,4,4,1,2,0,11,5,10,8,7,8,11,9,10,4,6,12,15,6,7,5,12,5,14,4,13,14,18,12,8,8,7,6,6,10,3,6,5,6,5,4,5,3,5,8,3,3,1,4,3,1,1,1,0,2,2,0,0,1,2,1,3,2,1,434
Thu 22 Apr 2021,1,0,2,0,0,2,1,0,2,0,1,1,1,1,1,0,0,2,0,4,0,1,4,10,14,10,5,4,3,4,6,3,7,2,7,4,9,8,4,7,9,7,5,7,9,7,5,9,7,12,9,14,6,8,9,9,5,9,8,12,10,10,6,7,7,11,7,4,5,5,13,10,4,6,3,7,1,2,3,2,2,6,2,1,3,2,2,0,3,1,0,1,2,3,1,1,450
Fri 23 Apr 2021,0,0,1,1,2,1,1,2,0,0,2,1,1,3,3,0,1,0,1,0,1,1,7,9,12,8,5,2,4,3,7,3,4,4,3,1,3,5,2,8,7,8,4,3,5,9,11,13,11,6,4,11,9,3,5,9,6,10,13,14,14,6,7,5,3,6,8,1,2,3,2,3,4,1,5,2,7,4,5,4,2,5,1,1,0,5,2,2,3,1,3,0,1,2,1,0,394
Sat 24 Apr 2021,1,0,0,2,2,0,0,0,1,2,0,0,0,0,5,1,0,1,3,1,0,2,4,6,10,2,2,3,3,2,0,5,1,4,3,2,1,6,4,1,5,5,1,3,0,4,0,7,2,8,5,2,8,3,6,2,5,5,4,2,4,7,2,4,4,2,1,4,4,1,2,3,3,2,2,0,1,3,3,0,3,0,2,0,0,2,1,1,1,1,1,0,2,0,0,0,223
Sun 25 Apr 2021,2,1,1,0,0,0,0,0,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,3,2,1,3,7,0,3,0,2,0,0,2,1,2,2,0,4,3,2,4,2,2,4,2,0,4,0,2,1,2,0,3,2,1,2,3,0,0,2,3,2,4,3,2,4,6,2,3,2,0,0,2,1,3,3,1,3,0,1,3,1,2,1,1,2,5,0,2,2,0,0,1,150
Mon 26 Apr 2021,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6,8,20,8,5,4,3,5,2,5,2,1,9,2,7,3,5,6,6,8,11,9,7,11,7,9,8,12,4,12,4,10,5,5,6,7,7,11,17,13,5,5,3,2,4,8,5,11,11,8,2,4,4,3,1,8,3,2,0,0,2,2,0,1,2,3,4,0,3,1,0,0,4,2,412
Tue 27 Apr 2021,1,1,0,0,3,3,0,0,0,1,3,1,1,1,0,0,2,3,2,1,1,0,8,12,11,8,5,4,6,2,0,4,4,8,5,3,3,1,5,4,4,2,19,8,7,14,13,2,6,14,16,8,7,12,6,7,11,11,13,18,15,15,4,4,5,7,3,6,6,7,6,6,4,1,2,8,8,5,2,0,3,1,4,3,2,3,1,1,0,3,2,2,1,0,3,1,459
Wed 28 Apr 2021,0,1,0,1,0,0,2,0,0,0,0,2,1,2,2,0,0,1,1,1,1,2,7,8,15,6,4,3,6,0,4,4,8,4,4,3,6,4,3,5,6,11,6,7,7,13,6,12,6,5,7,15,12,7,12,10,10,11,8,8,12,7,6,7,6,8,5,5,5,4,6,5,6,6,5,5,3,3,3,2,0,5,1,1,2,1,4,0,1,4,3,2,1,1,2,0,427
Thu 29 Apr 2021,2,1,1,0,1,1,0,1,1,0,1,0,0,2,1,1,0,2,0,2,1,3,8,8,20,12,3,2,7,4,5,8,7,6,0,3,6,6,3,4,2,4,6,8,11,8,10,10,14,9,6,9,5,7,8,10,5,10,9,14,15,11,9,3,10,8,5,5,4,9,8,4,4,2,1,3,1,2,3,2,2,0,1,2,1,1,7,3,4,0,1,1,4,0,1,4,439
Fri 30 Apr 2021,1,1,1,0,0,0,1,1,1,1,1,1,0,3,0,1,1,1,1,2,2,2,5,10,14,11,5,1,8,2,2,7,4,3,5,5,8,7,7,5,12,4,8,10,12,7,11,8,4,12,12,10,11,6,6,3,5,6,11,15,12,15,5,8,6,5,5,10,6,6,6,3,5,6,4,2,5,1,3,1,4,4,0,2,1,0,1,0,3,1,0,2,2,1,1,1,441
Sat 01 May 2021,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,5,4,9,7,0,4,0,2,2,4,3,1,3,1,7,5,7,2,3,5,5,2,3,5,7,6,7,8,8,4,10,4,4,5,2,4,1,2,4,2,4,3,4,1,0,4,2,4,0,3,5,6,3,0,4,1,3,3,1,1,2,0,3,0,1,1,2,0,1,3,1,0,0,1,0,246
Sun 02 May 2021,1,0,1,1,0,3,1,0,3,1,0,2,0,1,0,0,2,0,2,0,0,0,0,1,0,1,1,0,2,2,1,0,4,1,1,0,0,3,6,1,0,0,0,4,0,2,0,1,4,4,3,1,3,0,3,4,3,2,1,1,1,5,3,1,3,2,1,2,3,4,5,1,5,0,3,0,1,0,2,1,2,1,2,2,1,3,1,1,1,0,1,1,0,1,1,1,140
Mon 03 May 2021,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,3,1,1,0,0,1,3,3,4,2,5,2,4,3,1,2,3,1,3,3,5,1,2,1,1,1,5,5,0,1,3,3,2,0,1,0,4,1,2,1,2,3,1,1,0,0,1,1,0,0,2,1,1,3,0,2,0,0,0,1,0,1,0,1,2,4,0,124
Tue 04 May 2021,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,5,8,15,8,10,5,3,4,2,2,5,7,4,4,2,6,3,5,6,12,5,10,12,17,12,7,12,7,9,7,10,6,8,9,9,5,10,5,17,12,6,9,4,8,5,3,12,10,10,7,6,4,6,1,2,3,5,2,1,1,4,0,3,0,3,1,2,3,2,4,1,1,2,1,445
Wed 05 May 2021,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,2,3,0,0,2,1,0,7,15,10,7,2,5,3,8,6,6,5,4,5,2,5,1,6,2,9,8,4,8,8,11,6,8,14,9,5,10,9,6,9,5,7,6,6,6,8,12,5,6,7,7,4,5,9,5,8,1,4,7,3,5,2,3,2,2,1,4,2,0,2,4,3,4,0,0,0,0,0,0,0,0,393
