,nrmse,mape,smape,mae
0,0.16767469767748383,1.7123073854000626,0.46089964799437566,0.12938373081969953
1,0.16127455702540838,1.6437739613240354,0.45607219750997313,0.12588615577458376
2,0.16681708567896147,1.690968136088242,0.4625945831519082,0.12912443428167644
3,0.16784306310819827,1.762274900524915,0.46383230534716907,0.13046916933940075
4,0.17354339747748423,1.866092083313774,0.4676355546769948,0.13389757477199613
5,0.173242055062436,1.8705831219687987,0.4669519133323188,0.1332304409258773
6,0.16529382671467738,1.676174178838801,0.46098691701478495,0.12821986644053274
7,0.16753172601333013,1.7492606350214024,0.4640574921423612,0.13038270684463563
8,0.16062939799336212,1.5332641211013525,0.4533618542761209,0.12405323551232868
9,0.15750388494786138,1.582521575913475,0.44900248814643295,0.12271168034743289
10,0.16738903947978737,1.7534288988608557,0.4636704779604206,0.1299104843814969
11,0.1612468069554551,1.597741373643431,0.4545487707930474,0.12495737652829346
12,0.17031912393806548,1.8175553884007867,0.46523742486847947,0.13174095680670198
13,0.1655143017702903,1.7222318242559775,0.4589640173735868,0.12802594023633876
14,0.16270066844936037,1.6802351579626418,0.457689008738754,0.12680242584844095
15,0.16164391990351484,1.5598285894568489,0.4539999750180705,0.12451820476064651
16,0.15824408442877305,1.5206521068487713,0.4520520601622245,0.1231743122694498
17,0.170064809561334,1.819653756537528,0.4656690289798009,0.13175857309071512
18,0.1632296177763167,1.6194358949232244,0.45881906669500844,0.1268618722462087
19,0.16238009267054324,1.5757026388665243,0.4575026280684238,0.12617740185432116
20,0.16649077067182894,1.754778657895304,0.46048835429025914,0.12937308281495144
21,0.16366526939885315,1.661672953308474,0.4608584323897162,0.12773407601905704
22,0.16455856210601366,1.7106674044699774,0.4579756014077169,0.12786607486657034
23,0.16335796774754424,1.6014945034948735,0.45850097324241296,0.12633598382851224
24,0.15983647625858263,1.6181139589303501,0.4556957938466872,0.12527472034154347
25,0.16314728824466368,1.661783771024457,0.45885117807464465,0.12718804422816116
26,0.16954630448833055,1.786497047900596,0.4656654440444041,0.13179157469928385
27,0.1658277436766966,1.7319109645652648,0.46029192703932775,0.12866474068211184
28,0.16219236599241782,1.5490783481007249,0.4573925620541506,0.12570602608322692
29,0.16095991536151297,1.568767161124341,0.4532880984943843,0.12447366534621357
30,0.15898371629147676,1.5289506002165025,0.45253813479610305,0.12320763144144542
31,0.16904134713048197,1.7621977011533863,0.4639585803563994,0.13068031982249276
32,0.15425731456051647,1.4740605488115135,0.44684020191062396,0.12074704663928326
33,0.16166043049433426,1.5370673673142128,0.45938028807165354,0.12614725229315038
34,0.16102026523576266,1.6105226299631936,0.45502049465983224,0.1253900636900203
35,0.17353069901267656,1.89513199272966,0.4647132024036364,0.13264908879919268
36,0.1694179227537797,1.7797649092640004,0.4593185054299118,0.1300586217552667
37,0.16414695213797514,1.6563994157622643,0.4575745998471801,0.12689807060636107
38,0.16431391320803032,1.6601751215109162,0.45936963377884,0.1274341491928281
39,0.16132234257161635,1.579408261819858,0.4558164428618519,0.1252673995064211
40,0.16624823572705266,1.6817751395184706,0.46089609759761513,0.12826878663989424
41,0.17605776511725352,1.9490893334431194,0.4683149919915577,0.13490388867892447
42,0.17091734070645054,1.8225518814147788,0.46596004936878516,0.13209792433969267
43,0.17181334785541344,1.8322553107608646,0.4656666553454742,0.13251414255774982
44,0.16358045013024383,1.627639880541294,0.4592469587250812,0.1269307921345226
45,0.1561711113691803,1.4861043828808418,0.4500441173481424,0.12168982676103197
46,0.16284120113052794,1.6360476339772676,0.4577903710502902,0.126486033409349
47,0.16423414388098193,1.6453547030909024,0.458635421340541,0.12759993616374032
48,0.16648843510914485,1.7256739825355132,0.4604304188653187,0.1289046114953797
49,0.16961344628160874,1.7811126880546733,0.46157542594457773,0.1304704689638668
