,nrmse,mape,smape,mae
0,0.15968137489282846,0.6587976717665094,0.3860900792344017,0.12688459832124308
1,0.15968128143547752,0.658797485392691,0.38608992028718037,0.1268845121435307
2,0.15968142207865457,0.6587992117442781,0.3860904843583514,0.12688467675087697
3,0.15968137380234998,0.6587982568354186,0.38609025838406763,0.12688462099953152
4,0.15968134179257307,0.658796848832686,0.38608984610616276,0.12688455538804022
5,0.15968140014775048,0.6587986242365108,0.38609034277342325,0.12688464747237096
6,0.15968132707235078,0.6587983824574523,0.38609018372703435,0.1268845742532346
7,0.15968139141289364,0.6587996098925828,0.3860905600965481,0.1268846614022711
8,0.15968133616284325,0.6587968740040521,0.38608982729844044,0.12688454538810087
9,0.1596813960293922,0.658799046131352,0.3860904941070016,0.12688466150016575
10,0.15968144171159393,0.6587991922009375,0.38609054151240685,0.12688469954413678
11,0.159681262910235,0.6587978895655769,0.3860900052421366,0.12688450878226282
12,0.15968140475845563,0.6587974790190997,0.38609005119417,0.1268846237743063
13,0.15968143215731798,0.658798568903298,0.38609028769665443,0.12688465559530787
14,0.15968135779301287,0.6588005400830276,0.38609074057869247,0.12688465221632547
15,0.15968136836444558,0.6588010772296183,0.3860908626556394,0.1268846738246597
16,0.15968138583932495,0.658797004346118,0.38608994290322723,0.12688459851349923
17,0.15968135839693004,0.6587989377410073,0.38609031847762304,0.12688461146386062
18,0.15968141737759545,0.6587989684276434,0.3860904309319525,0.12688466770318751
19,0.15968169429531412,0.6587885951051634,0.38608808082453416,0.12688463535011504
20,0.15968143238673543,0.6587997157193398,0.3860906199683416,0.12688469046358927
21,0.15968142353146036,0.6587992770618502,0.3860904870408039,0.12688467098336395
22,0.15968141372201658,0.6588005301456494,0.3860908161295404,0.12688469976687958
23,0.15968138795350628,0.6587986874858905,0.38609037842712607,0.12688464351425568
24,0.15968142439989974,0.6587988209308355,0.38609035758347243,0.12688466442961657
25,0.1596813798512542,0.6587980204004493,0.38609018264345557,0.12688461614329086
26,0.15968136930664412,0.6587966556137758,0.386089843369531,0.12688457562736197
27,0.159681375503059,0.6587997544733178,0.38609055580636725,0.12688464698066548
28,0.1596814308557308,0.6587988096168104,0.38609037414004366,0.1268846681681155
29,0.15968137993624823,0.658798413111431,0.3860902068582189,0.12688461945320598
30,0.15968140945910125,0.6587991715877154,0.3860904960190844,0.1268846672569827
31,0.15968137584389194,0.6587973049793816,0.3860900537655906,0.1268846003537441
32,0.1596814347561494,0.6587996302683493,0.38609059220431274,0.12688470044057623
33,0.15968137126028092,0.6587974336194227,0.38609000863732895,0.12688459355395704
34,0.15968141542837191,0.6588002488764283,0.3860907491038449,0.12688469908762684
35,0.15968137295889098,0.6587986453239164,0.3860903300947705,0.12688463022048585
36,0.15968135560097477,0.6587967260200717,0.3860898271812213,0.1268845585602537
37,0.15968127916426872,0.6587978294663375,0.38609002584132596,0.12688452110798
38,0.15968136493300483,0.6587989705550539,0.3860903535657766,0.12688462034742196
39,0.1596813692902159,0.6587992431486266,0.38609045440194734,0.12688463958997295
40,0.15968134298338302,0.6587976839934448,0.3860900310766901,0.12688457288071073
41,0.15968142122234313,0.6587994853557945,0.38609056052232993,0.1268846810464412
42,0.15968143536533702,0.6587998145783369,0.3860907056837433,0.12688471065508983
43,0.1596813498482981,0.6587983628205155,0.38609018482812774,0.1268845846319851
44,0.15968139084581454,0.65879798220198,0.38609011979080526,0.1268846098767303
45,0.1596813479632969,0.6587979843772873,0.3860901299632755,0.1268845834567792
46,0.15968142653744172,0.6587994360433806,0.38609052324009435,0.12688468120311105
47,0.15968137522289233,0.6587975076369864,0.3860900397259278,0.12688459770142616
48,0.1596813410104744,0.6587972445519661,0.3860899058050502,0.1268845517500435
49,0.15968133706836468,0.6587972030762346,0.38608992648568385,0.12688455799132525
