,nrmse,mape,smape,mae,nmae
0,0.029436237607376004,0.21302380052056136,0.0756828924038253,28.613749985347248,0.03132570588488104
1,0.028809642186133255,0.337715377335295,0.08186073493859373,24.29904798653752,0.03052475725174948
2,0.030672686217275105,0.3620402264416041,0.08598212823651626,26.67862990153996,0.03214807346996832
3,0.028477874009336983,0.20748455825897405,0.07482960122277353,28.155114457471146,0.031025107390355966
4,0.030097939191031108,0.21918281928756808,0.07861151741152013,30.235201483676192,0.03296656573739074
5,0.03138662090892335,0.43462700693113204,0.09359777231281709,29.98570036767072,0.031114539480064606
6,0.03300558892140342,0.447985640161485,0.09820328530040084,30.638014548530602,0.03168962167401663
7,0.03085690618606912,0.23902171349016343,0.08063184722701262,31.40158359932942,0.033095096821569324
8,0.034480471901112184,0.4441900611349323,0.09157604433736512,29.8547575998718,0.03308809061526134
9,0.02816915791843323,0.21694993750806402,0.07841772702081179,30.189695525987677,0.030573437113450976
