,nrmse,mape,smape,mae,nmae
0,0.17703959413105447,0.4274145934703092,0.31383060110547567,125.79563477630234,0.1382369612785984
1,0.1520272285082038,0.32328897571789417,0.26932388087552334,90.1671122066944,0.11413558507176506
2,0.15981046527691467,0.38048786246619504,0.2992338159965806,100.29515691822651,0.12201357246854364
3,0.1509211212264184,0.3524743125474582,0.2623800877143997,105.32742918512947,0.11677098579186192
4,0.1629308221862667,0.3592530808047854,0.2786679500898156,117.14284898983172,0.12869170826898116
5,0.1427896183175052,0.39566950269652346,0.30203883725763725,103.6154339246594,0.1094143969581421
6,0.14762675503196895,0.3863015419040802,0.304338117291436,108.09185607260831,0.11414134748955473
7,0.1606788527150903,0.3861858302823824,0.2811922503970988,113.9964496689134,0.12127281879671636
8,0.14405872016796434,0.41899766505016356,0.30959704239574404,99.12055318360365,0.1116702226714958
9,0.14883444477661883,0.35721771053745305,0.2765694163483435,110.41753907216923,0.11255610506847018
