,nrmse,mape,smape,mae,nmae
0,0.14253713607421709,1.38646071598627,0.3579509256772496,0.10424346083488863,0.10424346083488863
1,0.14015727652422263,1.005432542024434,0.36832394695752657,0.10076919258247967,0.10076919258247967
2,0.13725760753964525,0.7399707596703995,0.35270489601233346,0.09752999559623388,0.09788594448527124
3,0.13581782324476382,1.4023768805811234,0.34943011983595684,0.09978838904608306,0.09978838904608306
4,0.13645478956192214,0.858752204028208,0.33775925522636363,0.09995982838741596,0.09995982838741596
5,0.1403251468315959,1.0517595813563765,0.3725619962786709,0.09515973247606349,0.09526021793802339
6,0.13931285998337603,1.177697640000516,0.3815510884249951,0.0938571614785284,0.0938571614785284
7,0.1283468600189906,0.6963164390581944,0.3245180573014996,0.09335355271902329,0.09335355271902329
8,0.1489386625398858,0.692790973527638,0.3722778332131959,0.09801227148753724,0.09801227148753724
9,0.13068467118150118,0.8072783084676644,0.3384245744962182,0.09405378026771002,0.09405378026771002
