9.670721586455638397e-01,8.664288795441972280e-01,1.031411927116094723e-01,6.002538896254109302e-01,5.026295931355444502e-01,5.886824143817007693e-01,3.966115275679261698e-01,5.282375770509196711e-01
9.360250141521184730e-01,8.918731636291831189e-01,1.884316405055032617e-01,6.531462615702745556e-01,7.473336219279897996e-01,4.296568109327935092e-01,5.130630980079976533e-01,4.298962303426263620e-01
8.558329961293141830e-01,8.751235680634280589e-01,3.791767266199683184e-01,5.318892573391345024e-01,7.669974504090166789e-01,4.756155252495038455e-01,3.490311942806741952e-01,4.035171986921091691e-01
7.814733113090831518e-01,8.168118780647282140e-01,5.223186261827881260e-01,5.417514349210950098e-01,6.262399823233971707e-01,2.387028778388482209e-01,3.174306717717388371e-01,5.888395835140310952e-01
6.374513350270569756e-01,7.933947334947011321e-01,7.326011678038352182e-01,4.852848644820233481e-01,4.982844020819861552e-01,2.386412114544489427e-01,3.819524079367286329e-01,4.092007938607932216e-01
5.368380550609892499e-01,7.335291009565765297e-01,8.359065219418896353e-01,6.166978351163042715e-01,3.495252320558656089e-01,3.871784601416328742e-01,5.717621577051809068e-01,3.510083621243030305e-01
3.617433011274705512e-01,7.618828174537385367e-01,9.550505955720431928e-01,5.195571793946850425e-01,6.187488841132291473e-01,8.444122195636813988e-01,5.889574357160182183e-01,4.639441304744375549e-01
3.106724975031597835e-01,7.197342572271849814e-01,9.732551414700217896e-01,6.881111459383270068e-01,7.822132448614521616e-01,4.093340358680028213e-01,1.364948909203431426e-01,5.433611533043225528e-01
1.746223073470045406e-01,6.918855071413699820e-01,9.972793487084693487e-01,4.765034827106203741e-01,7.908118975911836435e-01,2.689626499052603092e-01,6.697473622418306238e-01,3.946754967424126459e-01
1.129486318671372447e-01,6.296413460436226517e-01,9.910796961513830272e-01,4.229358281458027724e-01,5.061821675521194219e-01,5.418870076535773350e-01,2.363963366272607836e-01,4.309499807464364229e-01
1.223765898540256220e-01,6.898519762679728995e-01,9.961044322344964064e-01,4.579791474058079181e-01,6.543653806967297815e-01,4.155402159154159003e-01,5.861078360547035127e-01,5.072737268087560425e-01
