5.120192536245198323e-01,3.158263808989661969e-01,-7.734448302051234458e-01,-1.828447953199998852e-02,1.916151189653304276e-01,5.312626155833446301e-02
2.746200794469734197e-01,5.755141660376300594e-01,-7.529311265244105211e-01,9.610593752025670122e-02,-7.368641811818364695e-02,1.086090968726645956e-01
2.029850435468087411e-01,8.293824164594412185e-01,-3.856926915366651887e-01,-2.883780639181809935e-01,1.974782657502852090e-01,1.858458087407853856e-03
-5.128172857592827594e-01,2.644705223063446020e-01,-7.950972884684520681e-01,-9.590802147465807628e-03,-1.864932234796773947e-01,4.729718589250119995e-03
-6.618183442417526763e-01,5.070459510332657738e-01,-4.123055660036645254e-01,-2.892023037113012895e-01,1.508224335525905624e-01,1.688775416496350601e-01
-5.580537388030697432e-01,4.734646445755148481e-01,-6.598968351029754764e-01,9.681882635314049967e-02,3.145917962509892085e-02,1.363079485829393478e-01
-5.382352834663839403e-01,8.027779211365290157e-01,-1.924449246684142578e-01,-4.971176133308394252e-02,9.517812386856779050e-02,1.314732119443521585e-01
-7.149828262002414503e-01,4.118974383334763067e-01,-5.442718427187912544e-01,-8.668998528379348589e-02,-1.816333399187438150e-02,-1.227320638884643184e-01
-8.576218344067201294e-01,1.273368821691656383e-01,-4.830812165057902230e-01,-9.971400756499110285e-02,-6.897926474843195377e-02,-1.419942173712198177e-02
-8.916725904788086465e-01,1.920322586885823135e-01,-3.915224957379561666e-01,-9.248515638973453523e-02,1.116614095371514827e-02,7.794582404890237903e-02
-8.812414683593242648e-01,2.907082025897707034e-01,-3.532344061415598757e-01,-3.993757052829481624e-02,1.355238194553337085e-02,1.111260235617487768e-01
-8.821458809470152929e-01,2.844670731306511713e-01,-3.673118639956575726e-01,-6.594953586778684596e-02,1.468639621562464227e-02,3.760441577463807805e-02
-8.763910498133801186e-01,2.816083784182497607e-01,-3.856363015205767630e-01,-5.358883898931966761e-02,1.653498195169079976e-02,2.783743287032649366e-02
-8.811936521678859213e-01,2.877444555181608576e-01,-3.688524179510343504e-01,-6.044981363967684429e-02,5.708941930016098350e-03,3.101608425032982910e-02
-8.779154964066453459e-01,2.983553781527130688e-01,-3.673564053013858577e-01,-5.684492549470753636e-02,6.804937629344519692e-03,4.494516937147932656e-02
-8.746379381579396650e-01,3.063312476857583677e-01,-3.679245697783387614e-01,-5.829242652616863085e-02,5.856935504302552805e-04,4.901841238040502424e-02
-8.697856858028880644e-01,3.082030447146688612e-01,-3.769413718001366487e-01,-6.594714456791084256e-02,5.392881811258798397e-03,4.495372259944012405e-02
-8.686245500069295078e-01,2.996903108308702768e-01,-3.873237490512532744e-01,-6.282049443773789210e-02,7.804677378152921619e-03,4.062135681951246219e-02
-8.600887226039946043e-01,3.500583761490465573e-01,-3.621899468714564474e-01,-5.108583644128458778e-02,2.472982597920566142e-02,5.747728198780369113e-02
