7.768681492789929477e-01,6.029708460984156693e-01,-4.188474813849162731e-02,1.944020461074115816e-02,-1.748757977562836463e-01,1.372002435726209918e-02
7.646953079872863546e-01,6.187033932660240820e-01,-4.888249906875372780e-02,1.942475895010908199e-02,-1.718915664363792339e-01,1.156142361078749126e-02
7.854855871447832261e-01,5.958217274575167144e-01,-5.738069677245873773e-02,1.947110697026829124e-02,-1.556906314586976869e-01,9.880302860102874868e-03
7.812882632816571249e-01,5.974377282550679125e-01,-3.150471147051165516e-02,1.830189875696605975e-02,-1.767546142111412755e-01,9.333302088534530319e-03
7.692740216474051040e-01,6.154986990085491438e-01,-3.072580793210466510e-02,2.795112814524462405e-02,-1.660302744527733243e-01,9.350842992757384814e-03
8.004069285374697529e-01,5.728718320927139729e-01,-2.293104145808147823e-02,1.455323590442484001e-02,-1.739677859330569787e-01,1.281377633092873128e-02
7.738298388904810698e-01,6.089017957654789814e-01,-3.910728267163897376e-02,2.265556024797552026e-02,-1.678673869120714812e-01,1.427830520443429743e-02
6.865037892332311875e-01,7.007463337502446432e-01,-1.869540259044678160e-02,3.711445819640776800e-02,-1.888106461551482540e-01,1.704880984847039621e-02
6.918282847712169392e-01,6.912056041257578221e-01,-8.449166710112277281e-03,2.961179456294808429e-02,-2.056976236799698265e-01,1.867292244781095303e-02
6.947344092910582303e-01,6.925753888522021562e-01,-4.417619896598130869e-02,2.972874989675123453e-02,-1.863900673844089695e-01,1.033629325023800727e-02
6.778855494276132543e-01,6.966861236747136088e-01,-1.035692365013891586e-05,2.801801768200009451e-02,-2.323883787366011200e-01,1.761416936457936566e-02
8.203900728320766556e-01,5.374927703316609851e-01,2.559460656091924746e-02,9.089265809587129125e-03,-1.922040891337435109e-01,1.953304180301846521e-02
6.928948919729799316e-01,6.950807520097352921e-01,-8.756264395396159972e-03,3.573834489456505920e-02,-1.880505345673246509e-01,6.520111219311601307e-03
7.635567729430826622e-01,6.183672704091348615e-01,-2.877248772593604675e-02,1.855264563836611993e-02,-1.826641855391106795e-01,8.044376340834180975e-03
7.362760101976676408e-01,6.480317712940453223e-01,-2.552264744463810658e-02,1.970848702048233134e-02,-1.921171458483836580e-01,1.905906282337697455e-03
7.481254577468352540e-01,6.401353556187647786e-01,-6.029739774104325017e-02,3.045295218561321418e-02,-1.610553943599059845e-01,5.746950003255367131e-03
7.830027872584112147e-01,6.013376098728396846e-01,-3.089517616825452132e-02,2.668013202436015849e-02,-1.537209774729429712e-01,1.798284582042204184e-03
7.976812536132130704e-01,5.796020559347777601e-01,-6.725353219226894164e-02,1.123470088848918871e-02,-1.518578871649207962e-01,7.483341476068809499e-03
7.681095220546053648e-01,6.141653831639625194e-01,-8.144946940880504194e-02,1.363486453323506029e-02,-1.610690186456552597e-01,6.744619101071221146e-03
7.601936419997846750e-01,6.192367246897518829e-01,-6.472039238143414974e-02,8.678597266918794059e-03,-1.851380085864884339e-01,1.055348258694877549e-02
7.282710840109578587e-01,6.543175936646500324e-01,-8.755832201433473572e-02,1.118886345601778978e-02,-1.832443511789856871e-01,1.093490539490976285e-02
7.171513020749614720e-01,6.647820353078359723e-01,-9.594484410255611773e-02,1.097578743627136179e-02,-1.851564308238796974e-01,1.225032934293374988e-02
7.108455337260615181e-01,6.694088739791896892e-01,-1.007641003284868858e-01,6.684736370040198286e-03,-1.905762669756217997e-01,8.543036340451701932e-03
7.044255715179882360e-01,6.746579923304500959e-01,-1.091132689710990894e-01,5.831773011277774886e-03,-1.912016307617721844e-01,1.110985725499552546e-02
6.960171940935985235e-01,6.821596649255682321e-01,-1.061830237985405823e-01,5.350936131312014794e-03,-1.969336877273785147e-01,1.148532334429118798e-02
