-1.943840585204485022e-02,6.404420425346663004e-01,-7.526846227991700333e-01,-7.464372841736602315e-02,7.843105714680925766e-02,1.058247618301865339e-01
-1.035313730785310665e-01,7.435830289935410065e-01,-6.508128071038588036e-01,-7.176908597386086330e-02,3.037291669849440795e-02,8.206648597669420619e-02
-1.617342851499744272e-01,7.511472723431261711e-01,-6.306770815220876791e-01,-8.514650241840943101e-02,4.043629297683141305e-02,5.460031536075349995e-02
-3.657792969599720778e-01,6.552466664775029592e-01,-6.543243803877208942e-01,-8.627478871166653629e-02,-1.620766754713735824e-02,3.179448947934965242e-02
-5.202442485413729667e-01,5.805010299685343655e-01,-6.080609092985473918e-01,-1.308370209152082686e-01,-1.895330584121699899e-02,7.175550713247963452e-02
-5.225232366731235034e-01,6.072541029568055970e-01,-5.772754118481768781e-01,-9.340973115234632584e-02,6.830135510729266890e-02,1.075851638044942188e-01
-6.298704980705311929e-01,5.450583671004775033e-01,-5.447047604213255401e-01,-3.777447312757737513e-02,-2.205805750151027672e-02,8.693553570136142161e-02
-7.079780288716078784e-01,5.026255260591457885e-01,-4.785717301103997179e-01,-1.205020576688316386e-01,2.807755444811297144e-02,4.236384498330370701e-02
-7.191345299782313516e-01,4.617763112401659376e-01,-5.137179771246643822e-01,-5.313778767271272463e-02,3.498049221329880415e-02,4.067857956125608271e-02
-7.716373418243801519e-01,4.715620646001585925e-01,-4.200005901425344357e-01,-5.164735050659358118e-02,1.805169302947797969e-02,5.302097487393167552e-02
-7.664186190647472863e-01,5.007769360345396548e-01,-3.943415614844622552e-01,-5.191391209911279392e-02,1.410122440292612550e-02,5.853028936921644831e-02
-7.890351727082141053e-01,4.304540244012189931e-01,-4.308859577927741102e-01,-7.286419318201421691e-02,-1.049429286484277087e-02,3.241604004684087853e-02
-8.090052310262053625e-01,3.827833398297622036e-01,-4.370205133589172841e-01,-7.904451784715479934e-02,1.121157933680946329e-02,4.033344160374165849e-02
-8.310044920087091835e-01,3.508711469860799625e-01,-4.239428727470724856e-01,-6.345119585363784287e-02,5.041959381405527975e-04,5.066660292716324704e-02
-8.425415985026807331e-01,3.540710078803533944e-01,-3.959855373658642264e-01,-6.706842115413186312e-02,9.818785732556390561e-03,5.795039860808593596e-02
-8.468676222389256436e-01,3.428205092262862075e-01,-3.989087067578545032e-01,-6.178829499161989786e-02,9.275821564202398409e-03,4.751145405406530242e-02
-8.614202191667480468e-01,2.976315803634332902e-01,-4.043839119901856960e-01,-6.811766070622408964e-02,-3.754638117294598759e-03,3.449908835187469325e-02
-8.650050405051356028e-01,3.088225981094948058e-01,-3.865662445076190057e-01,-6.557648303263013956e-02,1.330958020243540145e-02,4.983975674892778679e-02
-8.584476107191079119e-01,3.468494613498152024e-01,-3.694624218878427846e-01,-5.142361869260179269e-02,1.849314684869085221e-02,5.722136475966167757e-02
-8.392719115809499364e-01,4.093807058802691468e-01,-3.494610123697195481e-01,-4.349239528386674575e-02,3.156669645406369462e-02,5.494590198741357984e-02
-8.083077804739950967e-01,4.710488955248759990e-01,-3.478894413365465343e-01,-3.472756597821920199e-02,3.221160567225576227e-02,3.848136273298099347e-02
-7.510272150475280073e-01,5.647627741991501082e-01,-3.371615693572561634e-01,-3.043077984626599980e-02,3.867289298211147586e-02,3.002635961498485023e-02
-6.784770918624581926e-01,6.437563417179661407e-01,-3.515670614604721744e-01,-2.866204619969680428e-02,2.411180208166682076e-02,1.563066600731493824e-02
-5.781923975590849141e-01,7.251743756984522227e-01,-3.709975832646922878e-01,-3.967123198384425731e-02,5.630544782995461350e-03,2.389476439150587869e-02
-4.797040789670384275e-01,7.591860529531267998e-01,-4.328444817462506755e-01,-7.144875996690380759e-02,-1.529863994117543723e-02,2.876133795217544406e-02
-3.937775807602414413e-01,7.521549166273175935e-01,-5.171390861700276842e-01,-9.318409140617398001e-02,-1.538443443995341463e-02,5.337984755468632575e-02
-3.114426874395322398e-01,7.526405256849395542e-01,-5.659840707378922531e-01,-9.997961335392378801e-02,1.638743513813417174e-03,7.873445650666599516e-02
-2.417604209360009471e-01,7.518193036092756243e-01,-5.998284657434354017e-01,-9.398693517019419963e-02,6.070212452179139795e-03,8.749316436892047577e-02
