1.030303030303030276e-01,8.969696969696969169e-02,6.909090909090909172e-02,4.969696969696969779e-02,4.121212121212121382e-02,3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02
8.969696969696969169e-02,6.909090909090909172e-02,4.969696969696969779e-02,4.121212121212121382e-02,3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02
6.909090909090909172e-02,4.969696969696969779e-02,4.121212121212121382e-02,3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02
4.969696969696969779e-02,4.121212121212121382e-02,3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02
4.121212121212121382e-02,3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02
3.151515151515151686e-02,2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02,5.333333333333333676e-02
2.181818181818181990e-02,3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02,5.333333333333333676e-02,1.018181818181818216e-01
3.393939393939394283e-02,2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02,5.333333333333333676e-02,1.018181818181818216e-01,9.090909090909091161e-02
2.545454545454545539e-02,3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02,5.333333333333333676e-02,1.018181818181818216e-01,9.090909090909091161e-02,1.648484848484848553e-01
3.636363636363636360e-03,2.060606060606060691e-02,1.696969696969697142e-02,2.909090909090909088e-02,3.515151515151514888e-02,3.757575757575757486e-02,5.575757575757575579e-02,5.333333333333333676e-02,1.018181818181818216e-01,9.090909090909091161e-02,1.648484848484848553e-01,1.903030303030303072e-01
