8.377659574468085402e-02,7.313829787234042701e-02,7.047872340425531679e-02,5.053191489361701788e-02,2.393617021276595730e-02,3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02
7.313829787234042701e-02,7.047872340425531679e-02,5.053191489361701788e-02,2.393617021276595730e-02,3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02
7.047872340425531679e-02,5.053191489361701788e-02,2.393617021276595730e-02,3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02
5.053191489361701788e-02,2.393617021276595730e-02,3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02
2.393617021276595730e-02,3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02
3.590425531914893942e-02,2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02,4.521276595744681132e-02
2.260638297872340566e-02,2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02,4.521276595744681132e-02,6.515957446808511022e-02
2.659574468085106405e-02,2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02,4.521276595744681132e-02,6.515957446808511022e-02,5.718085106382978650e-02
2.526595744680850894e-02,1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02,4.521276595744681132e-02,6.515957446808511022e-02,5.718085106382978650e-02,5.319148936170212810e-02
1.196808510638297865e-02,2.127659574468085055e-02,3.457446808510638431e-02,1.196808510638297865e-02,2.925531914893617080e-02,4.787234042553191460e-02,2.925531914893617080e-02,4.521276595744681132e-02,6.515957446808511022e-02,5.718085106382978650e-02,5.319148936170212810e-02,6.781914893617020657e-02
